,RTN,date_sampled_well,sample_id_x,lab_x,Matrix_x,lat_x,lon_x,NEtFOSAA_well,PFBS_well,PFDA_well,PFDoA_well,PFHpA_well,PFHxA_well,PFHxS_well,PFNA_well,PFOA_well,PFOS_well,PFTA_well,PFTrDA_well,PFUnA_well,elevation_well,MUSYM_well,BROCKDEPMI_well,WTDEPANNMI_well,FLODFREQDC_well,FLODFREQMA_well,PONDFREQPR_well,DRCLASSDCD_well,DRCLASSWET_well,HYDGRPDCD_well,SLOPE_well,SLOPEGRADD_well,SLOPEGRADW_well,map_unit_groups_well,slope_phase_well,primary_series_well,secondary_series_well,tertiary_series_well,primary_texture_well,secondary_texture_well,tertiary_texture_well,extra_desc_well,slope_aspect_well,level_0_DS,index_DS,report,lab_y,sample_id_y,Matrix_y,date_sampled_ds,lat_y,lon_y,NEtFOSAA_DS,PFBS_DS,PFDA_DS,PFDoA_DS,PFHpA_DS,PFHxA_DS,PFHxS_DS,PFNA_DS,PFOA_DS,PFOS_DS,PFTA_DS,PFTrDA_DS,PFUnA_DS,elevation_ds,MUSYM_ds,BROCKDEPMI_ds,WTDEPANNMI_ds,FLODFREQDC_ds,FLODFREQMA_ds,PONDFREQPR_ds,DRCLASSDCD_ds,DRCLASSWET_ds,HYDGRPDCD_ds,SLOPE_ds,SLOPEGRADD_ds,SLOPEGRADW_ds,map_unit_groups_ds,slope_phase_ds,primary_series_ds,secondary_series_ds,tertiary_series_ds,primary_texture_ds,secondary_texture_ds,tertiary_texture_ds,extra_desc_ds,slope_aspect_ds,elevation_ds_to_well,Notif_Date,days_since_release,distance_ds_to_well,bearing_ds_to_well
134,3-0036649,2020-10-07 11:40:00,MW-2,Alpha,Water,42.6285457,-71.37739947558418,0.258,3.04,0.2755,0.277,4.28,5.0,4.62,2.05,15.2,31.3,0.19875,0.2335,0.349,35,600,,,None,None,0-14%,,,A,0,2.0,2.0,"Miscellaneous land types, urban land, and soils above series levels",nan,pits,nan,nan,nan,nan,nan,nan,198.43495178222656,12,0,3-0036649 - Chelmsford - Document_ID_625651 MW B.pdf,Alpha,WS-MW-118,Water,2021-06-22 11:25:00,42.6285457,-71.37739947558418,0.258,21,2.7,0.9399999999999999,81.8,65.7,147,32.2,107,686,0.19875,0.2335,0.9399999999999999,35,600,,,None,None,0-14%,,,A,0,2.0,2.0,"Miscellaneous land types, urban land, and soils above series levels",nan,pits,nan,nan,nan,nan,nan,nan,198.43495178222656,0,2020-12-11 00:00:00,-65.0,0.0,0.0
135,3-0036649,2020-10-07 13:10:00,MW-3,Alpha,Water,42.6285457,-71.37739947558418,0.258,1.07,0.296,0.298,2.1,5.18,2.39,0.0657775450409823,7.5,1.62,0.19875,0.2335,0.375,35,600,,,None,None,0-14%,,,A,0,2.0,2.0,"Miscellaneous land types, urban land, and soils above series levels",nan,pits,nan,nan,nan,nan,nan,nan,198.43495178222656,12,0,3-0036649 - Chelmsford - Document_ID_625651 MW B.pdf,Alpha,WS-MW-118,Water,2021-06-22 11:25:00,42.6285457,-71.37739947558418,0.258,21,2.7,0.9399999999999999,81.8,65.7,147,32.2,107,686,0.19875,0.2335,0.9399999999999999,35,600,,,None,None,0-14%,,,A,0,2.0,2.0,"Miscellaneous land types, urban land, and soils above series levels",nan,pits,nan,nan,nan,nan,nan,nan,198.43495178222656,0,2020-12-11 00:00:00,-65.0,0.0,0.0
136,3-0036649,2020-11-20 10:40:00,MW-1,Alpha,Water,42.6285457,-71.37739947558418,0.258,0.534,0.286,0.288,2.48,1.886,1.388,2.8,7.32,93.2,0.19875,0.2335,0.19,35,600,,,None,None,0-14%,,,A,0,2.0,2.0,"Miscellaneous land types, urban land, and soils above series levels",nan,pits,nan,nan,nan,nan,nan,nan,198.43495178222656,12,0,3-0036649 - Chelmsford - Document_ID_625651 MW B.pdf,Alpha,WS-MW-118,Water,2021-06-22 11:25:00,42.6285457,-71.37739947558418,0.258,21,2.7,0.9399999999999999,81.8,65.7,147,32.2,107,686,0.19875,0.2335,0.9399999999999999,35,600,,,None,None,0-14%,,,A,0,2.0,2.0,"Miscellaneous land types, urban land, and soils above series levels",nan,pits,nan,nan,nan,nan,nan,nan,198.43495178222656,0,2020-12-11 00:00:00,-21.0,0.0,0.0
137,3-0036649,2020-11-20 12:05:00,MW-2,Alpha,Water,42.6285457,-71.37739947558418,0.258,0.313550095295588,0.294,0.2955,7.48,7.19,8.32,4.45,22.5,22.9,0.19875,0.2335,0.195,35,600,,,None,None,0-14%,,,A,0,2.0,2.0,"Miscellaneous land types, urban land, and soils above series levels",nan,pits,nan,nan,nan,nan,nan,nan,198.43495178222656,12,0,3-0036649 - Chelmsford - Document_ID_625651 MW B.pdf,Alpha,WS-MW-118,Water,2021-06-22 11:25:00,42.6285457,-71.37739947558418,0.258,21,2.7,0.9399999999999999,81.8,65.7,147,32.2,107,686,0.19875,0.2335,0.9399999999999999,35,600,,,None,None,0-14%,,,A,0,2.0,2.0,"Miscellaneous land types, urban land, and soils above series levels",nan,pits,nan,nan,nan,nan,nan,nan,198.43495178222656,0,2020-12-11 00:00:00,-21.0,0.0,0.0
138,4-0027571,2018-11-02 10:10:00,B,Alpha,Dw,41.383294946542904,-70.61498967857398,0.258,4.98,2.58,0.87,285.0,362.35,9.93,29.2,170.0,50.3,0.19875,0.2335,0.87,5,259A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,0.0,15,0,4-0027571 - West Tisbury - Document_ID_481365 MW C.pdf,Alpha,TT-5,Water,2018-11-01 16:00:00,41.387512,-70.6102771,0.258,22.6,27.9,0.965,1550,2434.25,82.7,309,1760,219,0.19875,0.2335,3.88,12,259A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,0.0,7,2018-11-20 00:00:00,-18.0,3.999193667587782e-05,219.979411121193
139,4-0027571,2018-11-02 10:30:00,C,Alpha,Dw,41.38202257912128,-70.61809154105526,0.258,0.782306326367867,0.89,0.89,50.0,48.1,0.303473064289636,0.40400822700048,35.2,0.497459543828412,0.19875,0.2335,0.89,-15,288A,,,None,None,0-14%,Well drained,Well drained,B,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,riverhead,nan,nan,sandy loam,nan,nan,nan,0.0,15,0,4-0027571 - West Tisbury - Document_ID_481365 MW C.pdf,Alpha,TT-5,Water,2018-11-01 16:00:00,41.387512,-70.6102771,0.258,22.6,27.9,0.965,1550,2434.25,82.7,309,1760,219,0.19875,0.2335,3.88,12,259A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,0.0,27,2018-11-20 00:00:00,-18.0,9.119923058982705e-05,226.88771371477512
140,4-0027571,2018-11-02 11:20:00,E,Alpha,Dw,41.38376995453415,-70.61470816686295,0.258,0.0551295194074756,0.86,0.86,27.5,53.2,0.005788880650598,2.38,13.5,2.14,0.19875,0.2335,0.86,-4,259A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,0.0,15,0,4-0027571 - West Tisbury - Document_ID_481365 MW C.pdf,Alpha,TT-5,Water,2018-11-01 16:00:00,41.387512,-70.6102771,0.258,22.6,27.9,0.965,1550,2434.25,82.7,309,1760,219,0.19875,0.2335,3.88,12,259A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,0.0,16,2018-11-20 00:00:00,-18.0,3.36372578124063e-05,221.620151713472
141,4-0027571,2018-11-27 09:20:00,F,Alpha,Dw,41.38367862552327,-70.61684938665296,0.258,4.4,0.885,0.885,174.0,196.0,113.0,0.0702807432186502,93.1,481.0,0.19875,0.2335,0.885,3,259C,,,None,None,0-14%,Excessively drained,Excessively drained,A,C,12.0,12.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,8 to 15 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,90.0,15,0,4-0027571 - West Tisbury - Document_ID_481365 MW C.pdf,Alpha,TT-5,Water,2018-11-01 16:00:00,41.387512,-70.6102771,0.258,22.6,27.9,0.965,1550,2434.25,82.7,309,1760,219,0.19875,0.2335,3.88,12,259A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,0.0,9,2018-11-20 00:00:00,7.0,5.78897117274758e-05,232.1407800175753
142,4-0027571,2018-11-27 09:50:00,G,Alpha,Dw,41.382212217616704,-70.61585338710115,0.258,0.376389390787556,0.915,0.915,96.1,85.0,55.4,2.45,51.7,1.2893316255411,0.19875,0.2335,0.915,5,259B,,,None,None,0-14%,Excessively drained,Excessively drained,A,B,6.0,6.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,3 to 8 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,0.0,15,0,4-0027571 - West Tisbury - Document_ID_481365 MW C.pdf,Alpha,TT-5,Water,2018-11-01 16:00:00,41.387512,-70.6102771,0.258,22.6,27.9,0.965,1550,2434.25,82.7,309,1760,219,0.19875,0.2335,3.88,12,259A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,0.0,7,2018-11-20 00:00:00,7.0,5.918267114474948e-05,218.29047544224957
143,4-0027571,2018-11-27 10:30:00,H,Alpha,Dw,41.38161865583238,-70.61825249738446,0.258,0.939719008007029,0.895,0.895,0.895489344960599,1.04122201595613,0.536086648708339,0.0406857371437412,1.16231043718398,0.123720037964147,0.19875,0.2335,0.895,-15,288A,,,None,None,0-14%,Well drained,Well drained,B,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,riverhead,nan,nan,sandy loam,nan,nan,nan,0.0,15,0,4-0027571 - West Tisbury - Document_ID_481365 MW C.pdf,Alpha,TT-5,Water,2018-11-01 16:00:00,41.387512,-70.6102771,0.258,22.6,27.9,0.965,1550,2434.25,82.7,309,1760,219,0.19875,0.2335,3.88,12,259A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,0.0,27,2018-11-20 00:00:00,7.0,9.83384689179793e-05,225.43925082413116
144,4-0027571,2018-11-27 11:30:00,I,Alpha,Dw,41.38271778008558,-70.61949267598543,0.258,0.0874440676903755,0.885,0.885,474.0,460.0,0.0383299333551165,9.82,151.0,0.0732741459615673,0.19875,0.2335,0.885,-5,288A,,,None,None,0-14%,Well drained,Well drained,B,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,riverhead,nan,nan,sandy loam,nan,nan,nan,0.0,15,0,4-0027571 - West Tisbury - Document_ID_481365 MW C.pdf,Alpha,TT-5,Water,2018-11-01 16:00:00,41.387512,-70.6102771,0.258,22.6,27.9,0.965,1550,2434.25,82.7,309,1760,219,0.19875,0.2335,3.88,12,259A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,0.0,17,2018-11-20 00:00:00,7.0,0.00010791138533094157,235.26643437502517
145,4-0027571,2018-11-27 12:30:00,J,Alpha,Dw,41.38321317429186,-70.61720248072307,0.258,7.91,0.945,0.945,163.0,174.0,186.0,0.25324041396457,91.7,541.7,0.19875,0.2335,0.945,-15,288A,,,None,None,0-14%,Well drained,Well drained,B,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,riverhead,nan,nan,sandy loam,nan,nan,nan,108.43495178222656,15,0,4-0027571 - West Tisbury - Document_ID_481365 MW C.pdf,Alpha,TT-5,Water,2018-11-01 16:00:00,41.387512,-70.6102771,0.258,22.6,27.9,0.965,1550,2434.25,82.7,309,1760,219,0.19875,0.2335,3.88,12,259A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,0.0,27,2018-11-20 00:00:00,7.0,6.644080062831304e-05,230.4000523968557
146,4-0027571,2018-11-27 13:00:00,K,Alpha,Dw,41.37474847274938,-70.61246569902555,0.258,0.620286117050508,0.89,0.89,0.099152318742373,0.110550446930599,0.246622311489203,0.62067548526826,0.571178141360429,0.854909277714758,0.19875,0.2335,0.89,6,259A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,0.0,15,0,4-0027571 - West Tisbury - Document_ID_481365 MW C.pdf,Alpha,TT-5,Water,2018-11-01 16:00:00,41.387512,-70.6102771,0.258,22.6,27.9,0.965,1550,2434.25,82.7,309,1760,219,0.19875,0.2335,3.88,12,259A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,0.0,6,2018-11-20 00:00:00,7.0,0.0001676975935719241,187.33218196746515
147,4-0027571,2018-12-03 09:25:00,L,Alpha,Dw,41.38282894082848,-70.61527106212887,0.258,0.322707966845888,3.29,1.0125,68.25,446.0,4.91,14.45,59.65,85.4,0.19875,0.2335,1.0125,5,259A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,0.0,15,0,4-0027571 - West Tisbury - Document_ID_481365 MW C.pdf,Alpha,TT-5,Water,2018-11-01 16:00:00,41.387512,-70.6102771,0.258,22.6,27.9,0.965,1550,2434.25,82.7,309,1760,219,0.19875,0.2335,3.88,12,259A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,0.0,7,2018-11-20 00:00:00,13.0,4.687070094848207e-05,218.66469362967538
148,4-0027571,2018-12-03 10:00:00,M,Alpha,Dw,41.37364706719386,-70.62132629832817,0.258,0.800160048622123,0.99,0.99,0.340567198137109,0.475610782062216,0.400070509880659,0.855899773088155,0.60339544071596,0.894535329066298,0.19875,0.2335,0.99,1,259C,,,None,None,0-14%,Excessively drained,Excessively drained,A,C,12.0,12.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,8 to 15 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,333.4349365234375,15,0,4-0027571 - West Tisbury - Document_ID_481365 MW C.pdf,Alpha,TT-5,Water,2018-11-01 16:00:00,41.387512,-70.6102771,0.258,22.6,27.9,0.965,1550,2434.25,82.7,309,1760,219,0.19875,0.2335,3.88,12,259A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,0.0,11,2018-11-20 00:00:00,13.0,0.00031432114541401986,210.88116546273025
149,4-0027571,2018-12-03 10:20:00,N,Alpha,Dw,41.38158860915727,-70.62017761590045,0.258,0.434252285323631,0.93,0.93,0.31984800805363,1.31469272141401,0.271183823635729,1.73340297831693,0.699747895085916,1.49372118712023,0.19875,0.2335,0.93,-5,259A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,0.0,15,0,4-0027571 - West Tisbury - Document_ID_481365 MW C.pdf,Alpha,TT-5,Water,2018-11-01 16:00:00,41.387512,-70.6102771,0.258,22.6,27.9,0.965,1550,2434.25,82.7,309,1760,219,0.19875,0.2335,3.88,12,259A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,0.0,17,2018-11-20 00:00:00,13.0,0.00013310677417063433,231.4339294668844
150,4-0027571,2018-12-03 10:40:00,O,Alpha,Dw,41.37502966215583,-70.62429575685793,0.258,0.420674631784396,1.07,1.07,0.376609307426882,0.504955639074409,0.194047168363422,0.197559977230837,2.35,0.597087515730123,0.19875,0.2335,1.07,5,288A,,,None,None,0-14%,Well drained,Well drained,B,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,riverhead,nan,nan,sandy loam,nan,nan,nan,0.0,15,0,4-0027571 - West Tisbury - Document_ID_481365 MW C.pdf,Alpha,TT-5,Water,2018-11-01 16:00:00,41.387512,-70.6102771,0.258,22.6,27.9,0.965,1550,2434.25,82.7,309,1760,219,0.19875,0.2335,3.88,12,259A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,0.0,7,2018-11-20 00:00:00,13.0,0.0003523314981563083,220.1247039514884
151,4-0027571,2018-12-03 11:10:00,P,Alpha,Dw,41.37937409140085,-70.61676511036463,0.258,1.91,0.925,0.925,26.8,64.9,3.69,1.37983331394479,7.94,1.06545051334534,0.19875,0.2335,0.925,6,259B,,,None,None,0-14%,Excessively drained,Excessively drained,A,B,6.0,6.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,3 to 8 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,333.4349365234375,15,0,4-0027571 - West Tisbury - Document_ID_481365 MW C.pdf,Alpha,TT-5,Water,2018-11-01 16:00:00,41.387512,-70.6102771,0.258,22.6,27.9,0.965,1550,2434.25,82.7,309,1760,219,0.19875,0.2335,3.88,12,259A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,0.0,6,2018-11-20 00:00:00,13.0,0.00010831983485958688,210.88934011993086
152,4-0027571,2018-12-03 11:30:00,Q,Alpha,Dw,41.37624316277723,-70.61939015369954,0.258,3.35,1.115,1.115,0.396940660023508,2.72,0.200366190501944,0.201682703521619,0.646034912574893,0.614416395262136,0.19875,0.2335,1.115,0,259A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,0.0,15,0,4-0027571 - West Tisbury - Document_ID_481365 MW C.pdf,Alpha,TT-5,Water,2018-11-01 16:00:00,41.387512,-70.6102771,0.258,22.6,27.9,0.965,1550,2434.25,82.7,309,1760,219,0.19875,0.2335,3.88,12,259A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,0.0,12,2018-11-20 00:00:00,13.0,0.00021003444008397426,211.25156301856552
153,4-0027571,2018-12-03 11:50:00,R,Alpha,Dw,41.37665377818944,-70.62124931450276,0.258,1.01773884364211,0.96,0.96,0.921557028106833,1.03258471360287,0.767826575613388,0.663100606192008,0.583809449795635,0.878210288837614,0.19875,0.2335,0.96,3,259B,,,None,None,0-14%,Excessively drained,Excessively drained,A,B,6.0,6.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,3 to 8 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,0.0,15,0,4-0027571 - West Tisbury - Document_ID_481365 MW C.pdf,Alpha,TT-5,Water,2018-11-01 16:00:00,41.387512,-70.6102771,0.258,22.6,27.9,0.965,1550,2434.25,82.7,309,1760,219,0.19875,0.2335,3.88,12,259A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,0.0,9,2018-11-20 00:00:00,13.0,0.00023829047198180417,217.17284499908757
154,4-0027571,2018-12-03 12:10:00,S,Alpha,Dw,41.37782711556455,-70.62277533019255,0.258,0.137408882613273,0.925,0.925,0.124145557339647,0.231631783920529,0.661266033560195,0.43821489890923,0.881527593708311,1.93,0.19875,0.2335,0.925,5,259B,,,None,None,0-14%,Excessively drained,Excessively drained,A,B,6.0,6.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,3 to 8 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,90.0,15,0,4-0027571 - West Tisbury - Document_ID_481365 MW C.pdf,Alpha,TT-5,Water,2018-11-01 16:00:00,41.387512,-70.6102771,0.258,22.6,27.9,0.965,1550,2434.25,82.7,309,1760,219,0.19875,0.2335,3.88,12,259A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,0.0,7,2018-11-20 00:00:00,13.0,0.00025000274447397377,224.08049090842889
155,4-0027571,2018-12-07 08:25:00,T,Alpha,Dw,41.380111843868484,-70.62132155637401,0.258,0.707186087771798,0.93,0.93,1.07037403546771,0.65798279803482,0.757546995380623,0.554584316582506,1.32721315287388,0.735678141380834,0.19875,0.2335,0.93,6,259A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,0.0,15,0,4-0027571 - West Tisbury - Document_ID_481365 MW C.pdf,Alpha,TT-5,Water,2018-11-01 16:00:00,41.387512,-70.6102771,0.258,22.6,27.9,0.965,1550,2434.25,82.7,309,1760,219,0.19875,0.2335,3.88,12,259A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,0.0,6,2018-11-20 00:00:00,17.0,0.00017674232736821538,228.23805261232812
156,4-0027571,2018-12-07 09:15:00,U,Alpha,Dw,41.383742982904835,-70.61817551792372,0.258,0.107613125908364,0.92,0.92,25.5,34.8,0.0177962187992659,0.019447687855346,19.2,0.208040141028274,0.19875,0.2335,0.92,3,288A,,,None,None,0-14%,Well drained,Well drained,B,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,riverhead,nan,nan,sandy loam,nan,nan,nan,0.0,15,0,4-0027571 - West Tisbury - Document_ID_481365 MW C.pdf,Alpha,TT-5,Water,2018-11-01 16:00:00,41.387512,-70.6102771,0.258,22.6,27.9,0.965,1550,2434.25,82.7,309,1760,219,0.19875,0.2335,3.88,12,259A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,0.0,9,2018-11-20 00:00:00,17.0,7.659049556127852e-05,237.54569580104982
157,4-0027571,2018-12-07 09:15:00,V,Alpha,Dw,41.38093298345425,-70.62971438425912,0.258,0.367217289875548,0.845,0.845,0.540689601101763,0.654673219917187,0.124636520858691,0.0443258326720049,0.868751894666026,0.224945174880441,0.19875,0.2335,0.845,11,288A,,,None,None,0-14%,Well drained,Well drained,B,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,riverhead,nan,nan,sandy loam,nan,nan,nan,0.0,15,0,4-0027571 - West Tisbury - Document_ID_481365 MW C.pdf,Alpha,TT-5,Water,2018-11-01 16:00:00,41.387512,-70.6102771,0.258,22.6,27.9,0.965,1550,2434.25,82.7,309,1760,219,0.19875,0.2335,3.88,12,259A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,0.0,1,2018-11-20 00:00:00,17.0,0.00042109147807878214,245.72522212712562
