,folder,report,RTN,type,address,lab,error,results_pages,extracted
1298,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1048_2 Contest_Final 05 10 21 0516.pdf,2-0021072,receptor,"22 Mountain INF, 22 Mountain, Princeton, MA",con-test,,5,True
1299,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1048_2 Contest_Final 05 10 21 0516.pdf,2-0021072,receptor,"22 Mountain MID, 22 Mountain, Princeton, MA",con-test,,6,True
1300,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1048_2 Contest_Final 05 10 21 0516.pdf,2-0021072,receptor,"22 Mountain EFF, 22 Mountain, Princeton, MA",con-test,,7,True
1301,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1047_2 Contest_Final 05 10 21 1653.pdf,2-0021072,receptor,"6 Connor, 6 Connor, Princeton, MA",con-test,,5,True
1302,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1046_2 Contest_Final 05 10 21 0516.pdf,2-0021072,receptor,"5 Prospect INF, 5 Prospect, Princeton, MA",con-test,,5,True
1303,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1046_2 Contest_Final 05 10 21 0516.pdf,2-0021072,receptor,"5 Prospect MID, 5 Prospect, Princeton, MA",con-test,,6,True
1304,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1046_2 Contest_Final 05 10 21 0516.pdf,2-0021072,receptor,"5 Prospect EFF, 5 Prospect, Princeton, MA",con-test,,7,True
1305,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1045_2 Contest_Final 05 10 21 1652.pdf,2-0021072,receptor,"7 Boylston INF, 7 Boylston, Princeton, MA",con-test,,5,True
1306,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1045_2 Contest_Final 05 10 21 1652.pdf,2-0021072,receptor,"7 Boylston MID, 7 Boylston, Princeton, MA",con-test,,6,True
1307,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1045_2 Contest_Final 05 10 21 1652.pdf,2-0021072,receptor,"7 Boylston EFF, 7 Boylston, Princeton, MA",con-test,,7,True
1308,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1049_2 Contest_Final 05 10 21 1653.pdf,2-0021072,receptor,"12 Allen Hill, 12 Allen Hill, Princeton, MA",con-test,,5,True
1309,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1050_2 Contest_Final 05 10 21 1654.pdf,2-0021072,receptor,"20 Allen Hill, 20 Allen Hill, Princeton, MA",con-test,,5,True
1310,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1051_2 Contest_Final 05 10 21 1655.pdf,2-0021072,receptor,"32 Allen Hill, 32 Allen Hill, Princeton, MA",con-test,,5,True
1311,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1052_2 Contest_Final 05 12 21 1244.pdf,2-0021072,receptor,"33 Allen Hill, 33 Allen Hill, Princeton, MA",con-test,,5,True
1312,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1053_2 Contest_Final 05 10 21 0517.pdf,2-0021072,receptor,"14 Mountain, 14 Mountain, Princeton, MA",con-test,,5,True
1313,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1054_2 Contest_Final 05 10 21 1655.pdf,2-0021072,receptor,"40 Boylston, 40 Boylston, Princeton, MA",con-test,,5,True
1314,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1055_2 Contest_Final 05 05 21 0626.pdf,2-0021072,receptor,"33 Mountain, 33 Mountain",con-test,,5,True
1315,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1055_2 Contest_Final 05 05 21 0626.pdf,2-0021072,receptor,"33 Mountain FB, 33 Mountain",con-test,,6,True
1316,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1055_2 Contest_Final 05 05 21 0626.pdf,2-0021072,receptor,"TB-04162021, 33 Mountain",con-test,,7,True
1317,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1056_2 Contest_Final 05 10 21 0518.pdf,2-0021072,receptor,"21 Prospect, 21 Prospect, Princeton, MA",con-test,,5,True
1318,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1057_2 Contest_Final 05 10 21 0519.pdf,2-0021072,receptor,"10 Worcester, 10 Worcester, Princeton, MA",con-test,,5,True
1319,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1058_2 Contest_Final 05 10 21 0519.pdf,2-0021072,receptor,"33 Radford, 33 Radford, Princeton, MA",con-test,,5,True
1320,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1059_2 Contest_Final 05 10 21 0520.pdf,2-0021072,receptor,"10 Mountain, 10 Mountain, Princeton, MA",con-test,,5,True
1321,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1060_2 Contest_Final 05 10 21 0521.pdf,2-0021072,receptor,"48 Hubbardston, 48 Hubbardston, Princeton, MA",con-test,,5,True
1322,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1061_2 Contest_Final 05 10 21 0521.pdf,2-0021072,receptor,"18 Prospect, 18 Prospect, Princeton, MA",con-test,,5,True
1323,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1062_2 Contest_Final 05 10 21 0522.pdf,2-0021072,receptor,"17 Prospect, 17 Prospect, Princeton, MA",con-test,,5,True
1324,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1063_2 Contest_Final 05 12 21 1244.pdf,2-0021072,receptor,"4 Goodnow, 4 Goodnow, Princeton, MA",con-test,,5,True
1325,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1064_2 Contest_Final 05 10 21 0523.pdf,2-0021072,receptor,"85 Merriam, 85 Merriam, Princeton, MA",con-test,,5,True
1326,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1065_2 Contest_Final 05 10 21 1656.pdf,2-0021072,receptor,"14 Gregory Hill, 14 Gregory Hill, Princeton, MA",con-test,,5,True
1327,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1066_2 Contest_Final 05 10 21 1657.pdf,2-0021072,receptor,"37 Radford, 37 Radford, Princeton, MA",con-test,,5,True
1328,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1156_2 Contest_Final 05 10 21 1329.pdf,2-0021072,receptor,"2 Radford, 2 Radford, Princeton, MA",con-test,,5,True
1329,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1134_2 Contest_Final 05 14 21 1047.pdf,2-0021072,receptor,"19 Allen Hill, 19 Allen Hill, Princeton, MA",con-test,,5,True
1330,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1134_2 Contest_Final 05 14 21 1047.pdf,2-0021072,receptor,"19 Allen Hill FB, 19 Allen Hill, Princeton, MA",con-test,,6,True
1331,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1134_2 Contest_Final 05 14 21 1047.pdf,2-0021072,receptor,"TB-04212021, 19 Allen Hill, Princeton, MA",con-test,,7,True
1332,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1157_2 Contest_Final 05 10 21 1331.pdf,2-0021072,receptor,"7 Radford, 7 Radford, Princeton, MA",con-test,,5,True
1333,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1158_2 Contest_Final 05 10 21 1332.pdf,2-0021072,receptor,"8 Radford, 8 Radford, Princeton, MA",con-test,,5,True
1334,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1159_2 Contest_Final 05 12 21 1535.pdf,2-0021072,receptor,"13 Radford, 13 Radford, Princeton, MA",con-test,,5,True
1335,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1160_2 Contest_Final 05 10 21 1333.pdf,2-0021072,receptor,"7 Hubbardston, 7 Hubbardston, Princeton, MA",con-test,,5,True
1336,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1161_2 Contest_Final 05 10 21 1333.pdf,2-0021072,receptor,"11 Gregory Hill, 11 Gregory Hill, Princeton, MA",con-test,,5,True
1337,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1162_2 Contest_Final 05 10 21 1334.pdf,2-0021072,receptor,"13 Gregory Hill, 13 Gregory Hill, Princeton, MA",con-test,,5,True
1338,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1163_2 Contest_Final 05 10 21 1335.pdf,2-0021072,receptor,"41 Prospect INF, 41 Prospect, Princeton, MA",con-test,,5,True
1339,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1163_2 Contest_Final 05 10 21 1335.pdf,2-0021072,receptor,"41 Prospect MID, 41 Prospect, Princeton, MA",con-test,,6,True
1340,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1163_2 Contest_Final 05 10 21 1335.pdf,2-0021072,receptor,"41 Prospect EFF, 41 Prospect, Princeton, MA",con-test,,7,True
1341,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1164_2 Contest_Final 05 12 21 1530.pdf,2-0021072,receptor,"15 Radford INF, 15 Radford, Princeton, MA",con-test,,5,True
1342,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1164_2 Contest_Final 05 12 21 1530.pdf,2-0021072,receptor,"15 Radford MID, 15 Radford, Princeton, MA",con-test,,6,True
1343,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1164_2 Contest_Final 05 12 21 1530.pdf,2-0021072,receptor,"15 Radford EFF, 15 Radford, Princeton, MA",con-test,,7,True
1344,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1165_2 Contest_Final 05 13 21 1330.pdf,2-0021072,receptor,"15 Gregory Hill INF, 15 Gregory Hill, Princeton, MA",con-test,,5,True
1345,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1165_2 Contest_Final 05 13 21 1330.pdf,2-0021072,receptor,"15 Gregory Hill MID, 15 Gregory Hill, Princeton, MA",con-test,,6,True
1346,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1165_2 Contest_Final 05 13 21 1330.pdf,2-0021072,receptor,"15 Gregory Hill EFF, 15 Gregory Hill, Princeton, MA",con-test,,7,True
1347,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1166_2 Contest_Final 05 14 21 1048.pdf,2-0021072,receptor,"58 Mountain INF, 58 Mountain, Princeton, MA",con-test,,5,True
1348,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1166_2 Contest_Final 05 14 21 1048.pdf,2-0021072,receptor,"58 Mountain MID, 58 Mountain, Princeton, MA",con-test,,6,True
1349,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1166_2 Contest_Final 05 14 21 1048.pdf,2-0021072,receptor,"58 Mountain EFF, 58 Mountain, Princeton, MA",con-test,,7,True
1350,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1243_2 Contest_Final 05 14 21 1201.pdf,2-0021072,receptor,"23 Hubbardston, 23 Hubbardston., Princeton, MA",con-test,,5,True
1351,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1243_2 Contest_Final 05 14 21 1201.pdf,2-0021072,receptor,"23 Hubbardston FB, 23 Hubbardston., Princeton, MA",con-test,,6,True
1352,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1243_2 Contest_Final 05 14 21 1201.pdf,2-0021072,receptor,"TB-04222021, 23 Hubbardston., Princeton, MA",con-test,,7,True
1353,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1245_2 Contest_Final 05 14 21 1202.pdf,2-0021072,receptor,"16 Prospect, 16 Prospect., Princeton, MA",con-test,,5,True
1354,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1247_2 Contest_Final 05 17 21 1327.pdf,2-0021072,receptor,"19 Mountain Inf, 19 Mountain",con-test,,5,True
1355,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1247_2 Contest_Final 05 17 21 1327.pdf,2-0021072,receptor,"19 Mountain Mid, 19 Mountain",con-test,,6,True
1356,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1247_2 Contest_Final 05 17 21 1327.pdf,2-0021072,receptor,"19 Mountain Eff, 19 Mountain",con-test,,7,True
1357,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1246_2 Contest_Final 05 14 21 1202.pdf,2-0021072,receptor,"17 Worcester, 17 Worcester",con-test,,5,True
1358,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1248_2 Contest_Final 05 14 21 1131.pdf,2-0021072,receptor,"64 Mountain Inf, 64 Mountain",con-test,,5,True
1359,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1248_2 Contest_Final 05 14 21 1131.pdf,2-0021072,receptor,"64 Mountain Mid, 64 Mountain",con-test,,6,True
1360,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1248_2 Contest_Final 05 14 21 1131.pdf,2-0021072,receptor,"64 Mountain Eff, 64 Mountain",con-test,,7,True
1361,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1251_2 Contest_Final 05 17 21 1328.pdf,2-0021072,receptor,"11 Radford, 11 Radford",con-test,,5,True
1362,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1252_2 Contest_Final 05 17 21 1329.pdf,2-0021072,receptor,"29 Radford, 29 Radford",con-test,,5,True
1363,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1490_2 Contest_Final 05 17 21 1542.pdf,2-0021072,receptor,"13 Boylston, 13 Boylston, Princeton, MA",con-test,,5,True
1364,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1249_2 Contest_Final 05 17 21 1558.pdf,2-0021072,receptor,"11 Prospect, 11 Prospect",con-test,,5,True
1365,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1492_2 Contest_Final 05 21 21 1227.pdf,2-0021072,receptor,"38 Mountain, 38 Mountain, Princeton, MA",con-test,,5,True
1366,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1491_2 Contest_Final 05 20 21 1437.pdf,2-0021072,receptor,"15 Worcester, 15 Worcester, Princeton, MA",con-test,,5,True
1367,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1493_2 Contest_Final 05 21 21 1228.pdf,2-0021072,receptor,"36 Hubbardston, 36 Hubbardston, Princeton, MA",con-test,,5,True
1368,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1496_2 Contest_Final 05 24 21 0635.pdf,2-0021072,receptor,"55 Merriam, 55 Merriam, Princeton, MA",con-test,,5,True
1369,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1495_2 Contest_Final 05 18 21 1316.pdf,2-0021072,receptor,"24 Boylston, 24 Boylston, Princeton, MA",con-test,,5,True
1370,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1499_2 Contest_Final 05 24 21 0636.pdf,2-0021072,receptor,"44 Hubbardston, 44 Hubbardston, Princeton, MA",con-test,,5,True
1371,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1497_2 Contest_Final 05 20 21 1438.pdf,2-0021072,receptor,"1 Worcester, 1 Worcester, Princeton, MA",con-test,,5,True
1372,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1498_2 Contest_Final 05 20 21 1439.pdf,2-0021072,receptor,"28 Radford, 28 Radford, Princeton, MA",con-test,,5,True
1373,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1501_2 Contest_Final 05 24 21 1235.pdf,2-0021072,receptor,"42 Hubbardston Inf, 42 Hubbardston, Princeton, MA",con-test,,5,True
1374,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1501_2 Contest_Final 05 24 21 1235.pdf,2-0021072,receptor,"42 Hubbardston Mid, 42 Hubbardston, Princeton, MA",con-test,,6,True
1375,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1501_2 Contest_Final 05 24 21 1235.pdf,2-0021072,receptor,"42 Hubbardston Eff, 42 Hubbardston, Princeton, MA",con-test,,7,True
1376,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1500_2 Contest_Final 05 20 21 1440.pdf,2-0021072,receptor,"21 Gregory Hill, 21 Gregory Hill, Princeton, MA",con-test,,5,True
1377,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1503_2 Contest_Final 05 17 21 1543.pdf,2-0021072,receptor,"7 Prospect, 7 Prospect, Princeton, MA",con-test,,5,True
1378,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1502_2 Contest_Final 05 18 21 1345.pdf,2-0021072,receptor,"15 Allen Hill, 15 Allen Hill, Princeton, MA",con-test,,5,True
1379,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1504_2 Contest_Final 05 17 21 1558.pdf,2-0021072,receptor,"52 Hubbardston, 52 Hubbardston, Princeton, MA",con-test,,5,True
1380,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1505_2 Contest_Final 05 20 21 1452.pdf,2-0021072,receptor,"18 Radford, 18 Radford, Princeton, MA",con-test,,5,True
1381,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1506_2 Contest_Final 05 17 21 1559.pdf,2-0021072,receptor,"1 Hubbardston Inf, 1 Hubbardston, Princeton, MA",con-test,,5,True
1382,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1506_2 Contest_Final 05 17 21 1559.pdf,2-0021072,receptor,"1 Hubbardston Mid, 1 Hubbardston, Princeton, MA",con-test,,6,True
1383,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1506_2 Contest_Final 05 17 21 1559.pdf,2-0021072,receptor,"1 Hubbardston Eff, 1 Hubbardston, Princeton, MA",con-test,,7,True
1384,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1506_2 Contest_Final 05 17 21 1559.pdf,2-0021072,receptor,"1 Hubbardston FB, 1 Hubbardston, Princeton, MA",con-test,,8,True
1385,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1506_2 Contest_Final 05 17 21 1559.pdf,2-0021072,receptor,"TB-04232021, 1 Hubbardston, Princeton, MA",con-test,,9,True
1386,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1510_2 Contest_Final 05 21 21 1229.pdf,2-0021072,receptor,"23 Radford, 23 Radford, Princeton, MA",con-test,,5,True
1387,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1508_2 Contest_Final 05 17 21 1600.pdf,2-0021072,receptor,"21 Boylston, 21 Boylston, Princeton, MA",con-test,,5,True
1388,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1507_2 Contest_Final 05 19 21 1324.pdf,2-0021072,receptor,"32 Boylston, 32 Boylston, Princeton, MA",con-test,,5,True
1389,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1509_2 Contest_Final 05 17 21 1600.pdf,2-0021072,receptor,"33 Hubbardston, 33 Hubbardston, Princeton, MA",con-test,,5,True
1390,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1511_2 Contest_Final 05 19 21 1309.pdf,2-0021072,receptor,"9 Allen Hill, 9 Allen Hill, Princeton, MA",con-test,,5,True
1391,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1513_2 Contest_Final 05 21 21 1230.pdf,2-0021072,receptor,"57 Merriam, 57 Merriam, Princeton, MA",con-test,,5,True
1392,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1512_2 Contest_Final 05 18 21 1331.pdf,2-0021072,receptor,"17 Boylston, 17 Boylston, Princeton, MA",con-test,,5,True
1393,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1514_2 Contest_Final 05 17 21 1354.pdf,2-0021072,receptor,"12 Redford Inf, 12 Radford, Princeton, MA",con-test,,5,True
1394,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1514_2 Contest_Final 05 17 21 1354.pdf,2-0021072,receptor,"12 Redford Mid, 12 Radford, Princeton, MA",con-test,,6,True
1395,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1514_2 Contest_Final 05 17 21 1354.pdf,2-0021072,receptor,"12 Redford Eff, 12 Radford, Princeton, MA",con-test,,7,True
1396,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1516_2 Contest_Final 05 24 21 1236.pdf,2-0021072,receptor,"20 Mountain Inf, 20 Mountain, Princeton, MA",con-test,,5,True
1397,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1516_2 Contest_Final 05 24 21 1236.pdf,2-0021072,receptor,"20 Mountain Mid, 20 Mountain, Princeton, MA",con-test,,6,True
1398,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1516_2 Contest_Final 05 24 21 1236.pdf,2-0021072,receptor,"20 Mountain Eff, 20 Mountain, Princeton, MA",con-test,,7,True
1399,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1515_2 Contest_Final 05 20 21 1440.pdf,2-0021072,receptor,"30 Mountain Inf, 30 Mountain, Princeton, MA",con-test,,5,True
1400,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1515_2 Contest_Final 05 20 21 1440.pdf,2-0021072,receptor,"30 Mountain Mid, 30 Mountain, Princeton, MA",con-test,,6,True
1401,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1515_2 Contest_Final 05 20 21 1440.pdf,2-0021072,receptor,"30 Mountain Eff, 30 Mountain, Princeton, MA",con-test,,7,True
1402,Disposal Site Private Well Lab Reports/2-0021072 - PRINCETON - PFAS/,21D1517_2 Contest_Final 05 17 21 1544.pdf,2-0021072,receptor,"54 Mountain Inf, 54 Mountain, Princeton, MA",con-test,,5,True
